name,first_release_date,single_player,multi_player,age_ratings,franchise,game_modes
Playball,null,null,31/01/1986,null,null,null
Spintensity,null,null,null,null,null,null
Deletar,null,null,null,null,null,null
Ultimate Fight Manager 2016,1,1,27/04/2016,null,null,null
Astrotit,null,null,null,null,null,null
Blitz Freak,0,1,null,null,null,null
Chain of Command,null,null,12/01/2000,null,null,null
Zoids: The Battle Begins,null,null,30/12/1986,null,null,null
Don't cut your hand,1,1,29/05/2017,null,null,null
Fire Emblem: Monshou no Nazo,1,0,20/01/1994,null,null,null
London Taxi Rush Hour,null,null,null,null,null,null
Cube Crush,null,null,null,null,null,null
Die letzte Schlacht der Elfen,1,0,31/12/2007,null,null,null
Cat Frenzy,null,null,02/05/2012,null,null,null
BB Carom Billiard,null,null,null,null,null,null
City of Secrets,null,null,null,null,null,null
Wangan Midnight,null,null,null,null,null,null
Eradicated,1,1,04/07/2017,null,null,null
Color by Number - Modern Art,null,null,null,null,null,null
TROPIC EMPIRE,null,null,null,null,null,null
Helbreath,0,1,31/07/1999,null,null,null
Jan Jan Paradise 2,null,null,31/01/1997,null,null,null
Virtual Forced Sex,null,null,null,null,null,null
Maze: Subject 360 HD,null,null,null,null,null,null
Sunken Secrets,null,null,null,null,null,null
Gravitoid,null,null,null,null,null,null
Maxit,null,null,null,null,null,null
Uno,null,null,null,null,null,null
Subnodule,1,0,31/01/1987,ESRB-E,null,null
Mojo Master,null,null,null,null,null,null
Masters of Sound,null,null,null,null,null,null
Scene It? Movie Night: Mega Movies,null,null,null,null,null,null
Sprinter Monogatari,null,null,16/04/1995,null,null,null
Petrifaction,null,null,null,null,null,null
Eric's Klondike Solitaire Pack,null,null,null,null,null,null
Poverty is a Choice,1,0,null,null,null,null
Telefrag VR,1,1,18/07/2019,PEGI-12,null,null
Adventure Time: Game Wizard,null,null,null,null,null,null
Chogue,1,0,11/07/2018,null,null,null
Skull's Solitude,1,0,12/01/2020,null,null,null
Vector Vendetta,null,null,null,null,null,null
Feel The Snow,1,1,13/10/2016,null,null,null
Supreme Ruler 2020,null,null,19/06/2008,ESRB-E10,null,null
Classic Table Tennis,null,null,null,null,null,null
Frenesis,1,0,30/12/1987,null,null,null
Dr. Ectomy,1,0,28/04/2019,null,null,null
Storm Chatelain,null,null,null,null,null,null
Future Flappy,null,null,null,null,null,null
Flat Pack,null,null,null,null,null,null
Dream Match Tennis VR,null,null,09/07/2018,null,null,null
Orc Assault,1,0,09/05/2016,null,null,null
AFTER-H,0,1,null,null,null,null
SEGA AGES Phantasy Star,1,0,30/10/2018,ESRB-E10,null,null
Farmer Simulator 17 : New Harvest,null,null,null,null,null,null
Life Is Strange: Before the Storm - Episode 2: Brave New World,1,0,18/10/2017,ESRB-M,null,null
Day One: Garry's Incident,1,0,24/09/2013,null,null,null
Super Co-op Adventure,null,null,null,null,null,null
SPARTAN,1,0,22/08/2017,ESRB-E10,null,null
Noble & Knightess - Episode1,1,0,null,null,null,null
I Wanna Kill The Kamilia 3,1,0,null,null,null,null
White Album 2: Closing Chapter,null,null,11/12/2011,null,null,null
Glory Days - Tactical Defense,null,null,16/01/2011,null,null,null
Heaven's Point,1,0,null,null,null,null
Ultra Yonin Mahjong,null,null,null,null,null,null
Strifeshadow,null,null,null,null,null,null
UnSummoning: the Spectral Horde,1,0,20/12/2015,null,null,null
Caveman The Game,1,0,20/01/2020,null,null,null
Zero spring episode 2,1,0,null,null,null,null
Colibricks,null,null,null,null,null,null
Jo Guest in the Milk Round,null,null,31/12/1993,null,null,null
Huanxiang Sanguozhi II,null,null,null,null,null,null
Descenders,1,1,08/02/2018,null,null,null
Wincars Racer,1,1,17/11/2016,null,null,null
Lighted Knights,1,0,null,null,null,null
Quartermaster,1,0,null,null,null,null
Starship Inspector,1,0,null,null,null,null
Space Evader,null,null,null,null,null,null
Run! Bunny,1,0,09/08/2019,null,null,null
Toeic Test DS Training,null,null,null,null,null,null
Dinosaur Simulator,null,null,null,null,null,null
Bloody and cruel story of toys,1,0,null,null,null,null
Star Tactics,1,0,06/09/2016,null,null,null
Pokémon Fushigi no Dungeon: Ikuzo! Arashi/Mezase! Hikari/Susume! Honoo no Boukendan,null,null,null,null,null,null
Ninja Tycoon,1,0,null,null,null,null
Rescue the Enchanter,null,null,19/12/2016,null,null,null
My Little Dictator,1,0,null,null,null,null
Convextrix,null,null,null,null,null,null
Iron Conflict,0,1,30/12/2020,null,null,null
Condition Red,1,0,null,null,null,null
Moonfall Ultimate,1,1,03/09/2018,null,null,null
Black Navy War,null,null,null,null,null,null
Happy Endings,null,null,null,null,null,null
A.IV Evolution Global,null,null,null,null,null,null
ARBE10: Base 10,null,null,null,ESRB-E,null,null
Charinko Hero,1,1,16/07/2003,null,null,null
RIFF VR,1,0,05/12/2017,null,null,null
Paradise Island,1,1,30/11/2015,null,null,null
FEDA 2: White Surge the Platoon,null,null,17/05/1997,null,null,null
King of the Streets,null,null,null,null,null,null
Spring Garden,null,null,null,null,null,null
Galaxia,null,null,null,null,null,null
Juggle!,null,null,null,null,null,null
Super PileUp!,null,null,null,null,null,null
Juniper Theory,1,0,18/12/2016,null,null,null
Kimagure Orange Road: Natsu no Mirage,null,null,null,null,null,null
Flappy Sky Bird,null,null,null,null,null,null
The Nun,null,null,null,null,null,null
地城蔷薇,0,1,null,null,null,null
Mechsprofit,1,0,null,null,null,null
Medieval Moves,null,null,null,null,null,null
Sniper Ghost Warrior 3: Season Pass Edition,null,null,24/04/2017,null,null,null
Fighting Frenzy: Swole Simulator,1,1,null,null,null,null
Here's the Champion Squirrel,1,0,null,ESRB-E,null,null
Gion Hana,null,null,15/12/1994,null,null,null
Mexican Motor Mafia,null,null,null,null,null,null
Cylinder,null,null,null,null,null,null
Spirits of Mystery: Amber Maiden,null,null,null,null,null,null
Seven Boys 2,null,null,14/09/2017,null,null,null
Puzzle by Nikoli X: Sudoku,null,null,null,null,null,null
Spider-Man: The Case of the Sinister Speller,null,null,null,null,null,null
Horror House Survival,null,null,null,null,null,null
横扫天下,0,1,21/02/2020,null,null,null
Driving School 2017,null,null,null,null,null,null
Critters: Cute Cubs in a Cruel World,1,0,05/11/2017,null,null,null
Dangeresque Roomisode 1: Behind the Dangerdesque,1,0,30/11/2008,null,null,null
Indiana Rodent,null,null,null,null,null,null
Log Challenge,1,0,null,null,null,null
NBA,null,null,null,null,null,null
SpongeBob SquarePants: Atlantis Squarepantis,null,null,null,null,null,null
Romance of the Three Kingdoms 12 with Power Up Kit,1,0,null,null,null,null
Rule Your School,1,0,14/12/2016,null,null,null
The Toho Datsui Hanafuda,null,null,null,null,null,null
Chuusotsu – 1st Graduation,1,0,18/08/2016,null,null,null
Zero One SP,null,null,null,null,null,null
Dot Blocks!,null,null,null,null,null,null
Freewar,null,null,null,null,null,null
Josho,null,null,null,null,null,null
Divine Heart Karen SP Season 2: Sennyuu! Succubus no Into! Hen,null,null,null,null,null,null
Adrift Arena,1,0,17/02/2020,null,null,null
Bizarre Journey,null,null,null,null,null,null
Shining Hearts,null,null,null,null,null,null
ACA NEOGEO SUPER SIDEKICKS 2,1,0,09/05/2018,ESRB-E,null,null
Top Down Survivor,0,1,null,null,null,null
Running Naked Simulator 2019,1,0,null,null,null,null
GameBoy Wars Turbo,null,null,23/07/1997,null,null,null
Jill Saves the Prince,1,0,30/12/1992,null,null,null
Caesar Bubbles,null,null,null,null,null,null
ArcPinball,null,null,null,null,null,null
Tobu Tobu Girl,1,0,02/12/2017,null,null,null
WORLD HENTAI,1,0,null,null,null,null
Zero Killed,0,1,25/09/2018,null,null,null
Metris & Co,null,null,null,null,null,null
Teenage Mutant Ninja Turtles: Shadow Heroes,null,null,null,null,null,null
Hidden Cubes,1,0,null,null,null,null
The Forgotten Void,1,0,null,null,null,null
Food Jump,null,null,null,null,null,null
Time Of Silence,1,0,05/12/2016,null,null,null
Deep Sea Endurance,1,0,null,null,null,null
Chicken Scream,null,null,null,null,null,null
Layers of Fear: Legacy,1,0,20/02/2018,ESRB-M,null,null
6 Love Dominoes,null,null,null,null,null,null
Mutilate-a-Doll 2,1,0,null,null,null,null
Coloring Book for Ladybug & Cat Noir,null,null,null,null,null,null
900,1,0,null,null,null,null
percussONE,null,null,null,null,null,null
PC Pool,null,null,30/12/1984,null,null,null
Haunted Hotel: Lonely Dream,1,0,null,null,null,null
The Backyardigans: Viking Voyage,null,null,null,null,null,null
You Don't Know Jack: Volume 2,null,null,null,ESRB-T,null,null
Fashion Designer: High Fashion,null,null,null,null,null,null
MAGNETISM,null,null,null,null,null,null
Heart of the Dragon,null,null,null,null,null,null
Matchstick,null,null,null,null,null,null
The Sentinel,1,0,24/06/2020,null,null,null
Gettysburg: The Turning Point,1,1,30/12/1986,null,null,null
2048 Q,null,null,null,null,null,null
AGRESSORS OF DARK COMBAT,null,null,30/12/1994,null,null,null
Fastar!,null,null,null,null,null,null
Untima IX: Descension,null,null,null,null,null,null
Sōko-ban Densetsu: Hikari to Yami no Kuni,null,null,null,null,null,null
Hoyle Casino 1996,null,null,null,null,null,null
Demolition Division,null,null,null,null,null,null
Paris Attack,null,null,null,null,null,null
Akumajō Special: Boku Dracula-kun,1,0,18/10/1990,null,null,null
Earth 2140: Mission Pack,null,null,null,null,null,null
SimClassics: 3 in 1 Pack,null,null,null,null,null,null
Scooby-Doo Mystery Cases,null,null,17/01/2018,null,null,null
Third Front,1,0,05/04/2018,null,null,null
Mama Russia Needs You,1,0,30/12/2018,null,null,null
Back In 1995 64,null,null,null,null,null,null
The Muscle Hustle,null,null,null,null,null,null
Otiiz's adventure 2,1,0,null,null,null,null
Zolyx,1,0,30/12/1987,null,null,null
"Even in Arcadia, There I Am",1,0,15/01/2016,null,null,null
Fox Hunt,null,null,null,null,null,null
Mario & Luigi: Kola Kingdom Quest,1,0,23/02/2015,null,null,null
WarForwards,1,0,01/08/2019,null,null,null
Smash Bandits,null,null,20/08/2013,null,null,null
Metal Tales: Fury of the Guitar Gods,1,1,17/11/2016,null,null,null
Marvel Puzzle Quest: Dark Reign,0,1,04/02/2016,null,null,null
Godzilla 2: War of the Monsters,1,0,31/01/1992,null,null,null
Beyond Extinct,1,0,25/02/2020,null,null,null
Alawar Hidden Realms Bundle,1,0,17/02/2015,ESRB-T,null,null
Prime Target,1,1,30/12/1996,null,null,null
Mikey Jumps,null,null,null,null,null,null
Mad Racing Super Speed,null,null,null,null,null,null
Raiden III: Digital Edition,1,1,22/09/2014,null,null,null
Writers,1,1,12/11/2017,null,null,null
R.A.F.A.,1,0,05/04/2018,null,null,null
Mr. Postman,null,null,31/01/1983,null,null,null
Vengeful Heart,1,0,26/08/2020,null,null,null
Urbanix,1,0,30/12/2010,null,null,null
S0,1,0,13/02/2020,null,null,null
XCOM 2: Anarchy's Children,null,null,null,null,null,null
Mini Island,1,0,null,null,null,null
Tower Builder,null,null,null,null,null,null
Pango Build Safari,null,null,null,null,null,null
CRAYON SHINCHAN The Storm Called FLAMING KASUKABE RUNNER!!,1,0,13/01/2020,null,null,null
Twin Breaker: A Sacred Symbols Adventure,1,0,23/03/2020,null,null,null
IBowl,null,null,null,null,null,null
Tank,null,null,null,null,null,null
Savage Arena,null,null,null,null,null,null
Caillou: Magic Playhouse,null,null,null,null,null,null
Rambo,1,1,17/09/2008,null,null,null
Dragon Fantasy: Book I,null,null,16/04/2013,null,null,null
The Chaotic Workshop,1,0,null,null,null,null
Hyrule Warriors: Hero of Hyrule Pack,null,null,null,null,null,null
Through the Nightmares,1,0,30/12/2021,null,null,null
Pool!,null,null,null,null,null,null
Our Worst Fears,1,0,null,null,null,null
MegaMorph,null,null,null,null,null,null
Fortune & Gloria,1,1,23/07/2018,null,null,null
Nick Project,null,null,null,null,null,null
OTOMEQUEST,null,null,null,null,null,null
Buddy Rush,null,null,null,null,null,null
Secret Agent Barbie: Royal Jewels Mission,null,null,07/11/2002,ESRB-E,null,null
RTL Ski Alpin 2006,null,null,null,null,null,null
Woodland Rush - Domino,1,0,08/04/2019,ESRB-E,null,null
Flappy Pink Bird,null,null,null,null,null,null
容身之地铁,1,0,null,null,null,null
Armor Critical,null,null,null,null,null,null
Space Ranger,1,0,30/12/1987,null,null,null
Net Gin Rummy,null,null,null,null,null,null
少年封神,0,1,null,null,null,null
Idol Janshi Suchi-Pai III Remix,null,null,null,null,null,null
Bhavacakra Maco,1,0,null,null,null,null
Stone Skimming,null,null,null,null,null,null
Super Scope 6,null,null,30/12/1992,null,null,null
Epic Car Factory,1,0,09/04/2018,null,null,null
Tennis no Oji-Sama 2003: Passion Red,null,null,19/03/2003,null,null,null
Oh Balls 2,null,null,null,null,null,null
Girlfriend Cards,1,0,null,null,null,null
Pokémon Ultra Sun Ultra Moon Double Pack,null,null,null,null,null,null
Virtual Corporation,null,null,null,null,null,null
Zombie Gunship Revenant AR,null,null,null,null,null,null
Ninja Heroes - Storm Battle,null,null,null,null,null,null
Aces High,null,null,30/12/1984,null,null,null
Zaero for Quake II,null,null,null,null,null,null
Trivia Machine,null,null,null,null,null,null
Star Wars: The Best of PC,1,1,20/11/2006,null,null,null
A Collection of Intellivision Classic Games,null,null,null,ESRB-E,null,null
Flappy Fire,null,null,null,null,null,null
Akiba Girls,null,null,23/10/2003,null,null,null
Gyro Boss DX,1,1,null,null,null,null
Mighty Fighter: Challenge World Warrior,null,null,null,null,null,null
Super Slap Shot,null,null,null,null,null,null
Sangoku Rensenki ~Omoidegaeshi~ CS Edition,1,0,03/02/2016,null,null,null
Hidden Object: The Luck of the Irish,null,null,null,null,null,null
I Hate Running Backwards,1,1,21/05/2018,PEGI-7,null,null
Awesome Memory,null,null,null,null,null,null
Kindness Coins,null,null,31/03/2013,null,null,null
Tecmo Super Bowl NCAA 2017,null,null,null,null,null,null
Zen Pinball 2: South Park Pinball,null,null,13/10/2014,null,null,null
College Daze,null,null,null,null,null,null
Genius: Im Zentrum der Macht,null,null,null,null,null,null
Far Craft,1,0,null,null,null,null
Animal Maid!,null,null,null,null,null,null
Hollow Knight: The Grimm Troupe,1,0,25/10/2017,null,null,null
Doraemon no Quiz Boy 2,null,null,null,null,null,null
Infinite Desolation,1,1,null,null,null,null
The Tide,null,null,null,null,null,null
Bounce It,null,null,null,null,null,null
Adventure Escape: Midnight Carnival Mystery Story,null,null,null,null,null,null
A Dudley Dilemma,1,0,30/12/1989,null,null,null
Warfare Nations,null,null,null,null,null,null
Topple!,null,null,null,null,null,null
Ice Master,null,null,null,null,null,null
2XL Snocross,null,null,null,null,null,null
League of Stickman 2018,null,null,null,null,null,null
Bitcoin Mining Profit Calculator: Gaiden,null,null,14/04/2015,null,null,null
Reckless Racing,null,null,null,null,null,null
Superheroes,null,null,null,null,null,null
Nami no Mani Mani - Sazanami Shinryoushou,null,null,null,null,null,null
Warlord: Attrition,1,0,null,null,null,null
The Island Combat,1,0,null,null,null,null
Magic Girls,1,0,06/12/2017,null,null,null
Sumikko Gurashi: Mura wo Tsukurun Desu,null,null,20/07/2016,null,null,null
Max Gentlemen Sexy Business!,1,0,24/02/2020,null,null,null
YOU - The Untold Stories,1,0,null,null,null,null
Last warrior,1,0,null,null,null,null
Sable Maze: Twelve Fears HD - A Mystery Hidden Object Game,null,null,null,null,null,null
Kaisa,null,null,null,null,null,null
Gravedigger,null,null,null,null,null,null
Piece of Memory 2: Prologue,1,0,09/08/2017,null,null,null
Digital Siege,1,0,null,null,null,null
Super Craft: Exploration Survival,null,null,null,null,null,null
Minecraft Dungeons: Jungle Awakens,null,null,30/06/2020,null,null,null
Spanish 101,null,null,null,null,null,null
Sacred Seasons 2,null,null,null,null,null,null
Power Pro-Kun Pocket 1•2,null,null,null,null,null,null
Skinny,1,0,null,null,null,null
Tun Town,1,0,30/12/1998,null,null,null
pop'n music ANIMATION MELODY,null,null,null,null,null,null
Dr. Popper,null,null,null,null,null,null
TimeWatch,null,null,null,null,null,null
Legends of Catalonia,null,null,null,null,null,null
Papa's Cupcakeria To Go!,null,null,null,ESRB-E,null,null
Hotel Transylvania Crazy Cruise,null,null,30/12/2018,null,null,null
PUBG Mobile: Season 14,0,1,13/07/2020,null,null,null
"Art Heist, White Hat",null,null,null,ESRB-E,null,null
Crazy Monster Truck Smasher,null,null,null,null,null,null
Thomas the Tank Engine & Friends,null,null,31/10/1993,null,null,null
Hidden Object: Himalayan Mysteries,null,null,null,null,null,null
WCW vs. the World,1,1,12/09/1996,ESRB-E,null,null
Augmentors,null,null,null,null,null,null
Gobang Social,null,null,null,null,null,null
Space Crusade: The Voyage Beyond,null,null,null,null,null,null
Overlord: Dark Legend,1,0,22/06/2009,ESRB-T,null,null
The Voice of Germany,null,null,null,null,null,null
Race Days,null,null,30/11/1994,null,null,null
Construction Simulator PRO,null,null,19/10/2016,null,null,null
Alpaca World,null,null,null,null,null,null
Freefall Tournament,0,1,14/06/2018,null,null,null
Kings' Cross,1,0,null,null,null,null
Super Smash Bros. Ultimate: Challenger Pack 6,1,1,28/06/2020,null,null,null
Angels Blue Collection,null,null,null,null,null,null
Orphen: Scion of Sorcery,1,0,02/08/2000,ESRB-T,null,null
OceanDive,null,null,null,null,null,null
Card Solitaire Z,null,null,null,null,null,null
Class of 1812 Pinball,null,null,null,null,null,null
Stronghold Crusader II: Delivering Justice mini-campaign,1,0,16/12/2015,null,null,null
Monster Chronicle,null,null,null,null,null,null
Age of Fear 4: The Iron Killer,1,1,null,null,null,null
Cogs and Cowboys,1,0,09/08/2016,null,null,null
Sampras Tennis 96,null,null,27/08/1995,null,null,null
Fairly Life,null,null,null,null,null,null
Panzer Dragoon II Zwei: Remake,1,0,null,null,null,null
PenPen TriIcelon,null,null,30/09/1999,null,null,null
Mall of America Tycoon,null,null,null,null,null,null
Fox-Trot Over Run,1,0,04/12/2019,null,null,null
Re Painter,1,0,null,null,null,null
Tournament Table,null,null,02/06/1978,null,null,null
The Jackbox Party Pack 7,0,1,14/10/2020,null,null,null
